source_name,url,final_storage_name,ts_multiplier
gettyimages,https://gettyimages.in/detail/video/commuters-at-train-station-mumbai-india-video/101015061,101015061.mp4,
gettyimages,https://gettyimages.in/detail/video/crowded-street-mumbai-india-video/101015082,101015082.mp4,
gettyimages,https://gettyimages.in/detail/video/crowded-street-scene-mumbai-india-video/101015113,101015113.mp4,
gettyimages,NOT_FOUND,101301401.mp4,
gettyimages,https://gettyimages.in/detail/video/crowded-beach-near-ahlbeck-ahlbeck-usedom-mecklenburgwestern-germany-video/101561846,101561846.mp4,
gettyimages,https://gettyimages.in/detail/video/crowd-cheering-from-bleachers-video/101585632,101585632.mp4,
gettyimages,https://gettyimages.in/detail/video/music-fans-passing-through-turnstile-giving-tickets-to-ticket-taker-video/101585827,101585827.mp4,
gettyimages,https://gettyimages.in/detail/video/people-standing-at-train-station-provence-france-video/101619218,101619218.mp4,
gettyimages,https://gettyimages.in/detail/video/crowd-cheering-from-bleachers-havana-cuba-video/102063293,102063293.mp4,
gettyimages,https://gettyimages.in/detail/video/crowd-cheering-from-bleachers-havana-cuba-video/102063295,102063295.mp4,
gettyimages,https://gettyimages.in/detail/video/sports-fans-leaving-game-havana-cuba-video/102063296,102063296.mp4,
gettyimages,https://gettyimages.in/detail/video/people-walking-on-paseo-del-prado-havana-cuba-video/102063338,102063338.mp4,
gettyimages,https://gettyimages.in/detail/video/crowd-of-people-on-sidewalk-havana-cuba-video/102063342,102063342.mp4,
gettyimages,https://gettyimages.in/detail/video/commuters-walking-across-london-bridge-to-work-london-uk-video/102268536,102268536.mp4,
gettyimages,https://gettyimages.in/detail/video/commuters-walking-across-london-bridge-to-work-london-uk-video/102268537,102268537.mp4,
gettyimages,https://gettyimages.in/detail/video/commuters-walking-across-london-bridge-to-work-london-uk-video/102268538,102268538.mp4,
gettyimages,https://gettyimages.in/detail/video/businessmen-fighting-with-feather-pillows-then-hugging-video/102367357,102367357.mp4,"0,4"
gettyimages,https://gettyimages.in/detail/video/two-women-fighting-with-pugil-sticks-video/102367361,102367361.mp4,"0,5"
gettyimages,https://gettyimages.in/detail/video/two-women-fighting-with-pugil-sticks-video/102367363,102367363.mp4,"0,5"
gettyimages,https://gettyimages.in/detail/video/people-on-concourse-at-grand-central-station-video/102367403,102367403.mp4,
gettyimages,https://gettyimages.in/detail/video/1980s-high-school-gymnasium-wrestling-match-crowd-and-cheerleaders-video/102909414,102909414.mp4,
