file_name,motion_label
2_679_1_053350080.mp4,2
0_56_3_001008406.mp4,0
4_1068_0_460689930.mp4,4
2_179_5_010836637.mp4,2
6_166_2_010747891.mp4,6
4_18_1_000452834.mp4,4
7_1781_1_059859545.mp4,7
3_440_1_035722244.mp4,3
3_386_1_026149221.mp4,3
2_535_1_042720254.mp4,2
0_746_9_057789981.mp4,0
10_253_5_012461858.mp4,10
6_701_0_054996332.mp4,6
3_1584_0_83886732.mp4,3
4_1076_2_461262490.mp4,4
3_1074_1_461019746.mp4,3
1_262_3_012754425.mp4,1
2_1151_2_480855516.mp4,2
0_1393_10_506864304.mp4,0
3_539_4_042994038.mp4,3
2_876_0_134910788.mp4,2
4_705_12_055271400.mp4,4
3_968_54_187373771.mp4,3
2_1020_9_450004982.mp4,2
4_1142_0_479250898.mp4,4
8_272_0_High_School_Musical_Were_All_In_This_Together.mp4,8
1_268_1_016286899.mp4,1
10_119_0_007729446.mp4,10
10_359_4_024837606.mp4,10
2_133_0_008567541.mp4,2
4_1385_1_506563112.mp4,4
6_132_1_008548468.mp4,6
2_124_2_007753479.mp4,2
10_515_1_040470496.mp4,10
6_1802_2_715274239.mp4,6
4_1740_22_NYPD_Crowd_Behavior_Training_Video.mp4,4
4_1396_0_507224576.mp4,4
4_387_1_026178333.mp4,4
8_261_6_012751416.mp4,8
2_284_8_020456368.mp4,2
2_51_1_000906877.mp4,2
2_119_7_007729461.mp4,2
4_208_4_011271149.mp4,4
2_1051_8_458531980.mp4,2
2_1023_1_450045526.mp4,2
4_207_3_011188102.mp4,4
3_1311_0_498044264.mp4,3
5_748_2_058157525.mp4,5
10_1462_0_515793048.mp4,10
2_3_4_000114927.mp4,2
7_1585_1_84682488.mp4,7
0_345_2_024422612.mp4,0
4_1099_4_463976790.mp4,4
3_1398_0_507948652.mp4,3
3_1547_2_569966295.mp4,3
0_594_2_046763803.mp4,0
3_268_0_016286899.mp4,3
10_414_1_032898163.mp4,10
4_718_1_056248657.mp4,4
6_1773_0_youtube-grocery-customers-panic-at-gas-blast.mp4,6
2_201_1_011127504.mp4,2
7_819_0_062479805.mp4,7
3_481_0_039042583.mp4,3
3_943_23_173796946.mp4,3
0_1274_0_494951710.mp4,0
8_96_2_005089416.mp4,8
10_402_3_031917293.mp4,10
5_167_3_010791356.mp4,5
8_1439_0_513974732.mp4,8
3_1629_5_99036759.mp4,3
10_1516_1_521960304.mp4,10
5_522_6_041300517.mp4,5
2_802_1_061753745.mp4,2
6_432_5_Spain_Bull_Run_2016_Day_4_Pamplona.mp4,6
0_703_3_055261804.mp4,0
3_710_0_055450151.mp4,3
7_587_0_046210549.mp4,7
2_490_4_039414102.mp4,2
4_1197_0_487063226.mp4,4
2_106_1_006269744.mp4,2
4_1056_0_459431980.mp4,4
2_649_1_051239603.mp4,2
8_41_3_000826507.mp4,8
2_1083_0_461963502.mp4,2
2_396_1_028499123.mp4,2
8_435_0_035360132.mp4,8
0_514_0_040468112.mp4,0
2_1151_5_480855518.mp4,2
1_101_13_005164994.mp4,1
3_846_0_103354098.mp4,3
2_764_1_059920373.mp4,2
3_875_3_133492700.mp4,3
2_62_1_001101418.mp4,2
2_424_12_033871738.mp4,2
2_560_3_044637523.mp4,2
4_905_1_150159063.mp4,4
5_1230_2_491584554.mp4,5
10_467_1_037880062.mp4,10
0_943_31_173796967.mp4,0
5_403_1_031918134.mp4,5
5_410_1_032685937.mp4,5
1_1103_0_465302177.mp4,1
1_1036_2_454201823.mp4,1
2_902_1_148793279.mp4,2
7_48_0_000879426.mp4,7
4_727_0_056630202.mp4,4
2_457_0_036547890.mp4,2
4_1385_4_506563138.mp4,4
10_894_0_144193176.mp4,10
1_526_0_041690672.mp4,1
2_1053_2_458590618.mp4,2
2_1297_4_495919798.mp4,2
2_423_0_033849204.mp4,2
2_626_6_049825202.mp4,2
3_235_0_012135048.mp4,3
5_748_3_058157525.mp4,5
8_96_0_005089416.mp4,8
7_143_1_008841019.mp4,7
1_1571_2_80823183.mp4,1
3_824_4_063113638.mp4,3
10_217_0_011347639.mp4,10
7_1550_0_577694561.mp4,7
10_1222_2_490416150.mp4,10
7_778_1_060680575.mp4,7
7_369_0_025232874.mp4,7
2_179_6_010836637.mp4,2
1_1071_5_460770122.mp4,1
4_1547_5_569966299.mp4,4
2_729_2_056632224.mp4,2
3_766_6_059922034.mp4,3
10_746_1_057789132.mp4,10
3_1331_0_499069862.mp4,3
3_1387_28_506581496.mp4,3
3_1545_0_568509523.mp4,3
0_1432_0_513848162.mp4,0
2_1031_38_452607773.mp4,2
5_750_6_058314079.mp4,5
6_246_0_012415605.mp4,6
4_943_25_173796946.mp4,4
2_285_0_020457592.mp4,2
5_389_0_026815511.mp4,5
4_1386_1_506579202.mp4,4
4_1525_1_525999688.mp4,4
4_1058_0_459701442.mp4,4
1_1561_0_606398333.mp4,1
3_1570_1_77564766.mp4,3
2_578_0_045923951.mp4,2
10_219_6_011430519.mp4,10
10_252_1_012431522.mp4,10
2_736_2_057108445.mp4,2
3_1254_0_494011080.mp4,3
7_1420_0_511594901.mp4,7
6_874_2_132275365.mp4,6
2_1031_7_452607683.mp4,2
2_949_9_176746956.mp4,2
4_1077_2_461365618.mp4,4
4_1391_1_506719282.mp4,4
2_803_2_061769527.mp4,2
0_1448_1_514839933.mp4,0
5_533_1_042380383.mp4,5
3_98_1_005094847.mp4,3
2_424_9_033871738.mp4,2
7_699_0_054988519.mp4,7
2_1347_3_501274572.mp4,2
0_763_0_059911574.mp4,0
3_839_2_101585827.mp4,3
8_769_0_059997045.mp4,8
7_258_0_012657167.mp4,7
2_182_1_010863149.mp4,2
10_662_1_052080399.mp4,10
10_356_1_024789591.mp4,10
4_1595_0_88524807.mp4,4
1_1527_16_527106815.mp4,1
1_1086_6_462592774.mp4,1
5_1135_0_478372430.mp4,5
0_665_11_052238473.mp4,0
2_817_1_062413895.mp4,2
4_1432_2_513848214.mp4,4
5_275_0_018341264.mp4,5
3_1068_2_460689932.mp4,3
7_540_0_043013172.mp4,7
2_1465_3_516732266.mp4,2
7_370_3_025242811.mp4,7
2_403_12_031918706.mp4,2
2_179_7_010836637.mp4,2
2_401_3_031743688.mp4,2
8_657_1_051777425.mp4,8
2_46_0_000872442.mp4,2
2_822_0_062804972.mp4,2
6_724_2_056429758.mp4,6
2_424_14_033871738.mp4,2
4_290_3_020487694.mp4,4
2_511_0_040437772.mp4,2
4_1246_0_493952280.mp4,4
10_411_1_032695732.mp4,10
3_562_3_044658123.mp4,3
1_787_1_060890455.mp4,1
8_474_3_038646813.mp4,8
4_1547_6_569966299.mp4,4
4_1339_3_500585614.mp4,4
3_1331_1_499069862.mp4,3
3_738_2_057245720.mp4,3
3_757_0_059453748.mp4,3
3_1387_2_506581378.mp4,3
4_1326_4_499045398.mp4,4
5_94_2_Black_Friday_Crowd_Rushing_into_Urban_Outfitters.mp4,5
6_470_0_038600441.mp4,6
10_313_4_021997374.mp4,10
2_4_9_000125826.mp4,2
1_788_0_060891119.mp4,1
3_1560_2_603418201.mp4,3
4_1430_4_513843408.mp4,4
1_1480_1_517881092.mp4,1
2_723_0_056426397.mp4,2
7_381_1_025928158.mp4,7
3_31_3_000714610.mp4,3
4_653_0_051404187.mp4,4
0_1458_0_515432186.mp4,0
8_1613_1_92920760.mp4,8
8_318_2_022226882.mp4,8
1_1561_4_606398571.mp4,1
7_968_26_187373671.mp4,7
4_936_1_168607990.mp4,4
3_684_3_054024233.mp4,3
2_1040_2_455390354.mp4,2
1_1381_0_505831152.mp4,1
1_97_12_005091541.mp4,1
3_1399_0_507979678.mp4,3
0_120_4_007733903.mp4,0
3_53_4_000981303.mp4,3
1_1170_1_482739020.mp4,1
10_1754_1_sfw21230045.mp4,10
2_10_1_000322723.mp4,2
7_968_42_187373757.mp4,7
7_163_0_010735998.mp4,7
6_470_1_038600441.mp4,6
1_1124_1_473010465.mp4,1
0_614_1_048786594.mp4,0
8_1559_0_603417167.mp4,8
3_522_14_041300523.mp4,3
2_197_3_011087607.mp4,2
2_1573_2_81025872.mp4,2
5_400_4_031742594.mp4,5
0_943_41_173796981.mp4,0
7_274_1_018173812.mp4,7
10_734_2_056962798.mp4,10
3_1045_0_457037012.mp4,3
8_1559_7_603417213.mp4,8
2_649_3_051239603.mp4,2
3_304_1_021757172.mp4,3
2_644_3_050785209.mp4,2
3_643_0_050781438.mp4,3
0_719_9_056298493.mp4,0
6_1773_1_youtube-grocery-customers-panic-at-gas-blast.mp4,6
0_406_4_032262608.mp4,0
4_621_0_049605586.mp4,4
2_1476_1_517859042.mp4,2
3_927_3_163460488.mp4,3
7_1431_3_513845934.mp4,7
2_1324_5_499037924.mp4,2
10_667_0_052261268.mp4,10
1_185_0_010872484.mp4,1
0_120_5_007733903.mp4,0
1_1413_0_509785768.mp4,1
8_913_2_154339604.mp4,8
2_186_2_010884755.mp4,2
3_725_2_056585097.mp4,3
10_1621_1_97099064.mp4,10
1_1282_0_495278642.mp4,1
4_220_1_011512910.mp4,4
8_350_1_024535236.mp4,8
0_742_0_057528798.mp4,0
9_1540_8_567755457.mp4,9
2_1530_2_530596192.mp4,2
7_758_8_059618857.mp4,7
4_1479_1_517880716.mp4,4
0_957_1_181543771.mp4,0
6_658_1_051807499.mp4,6
10_735_2_057097013.mp4,10
3_1123_1_472720980.mp4,3
2_1465_1_516732052.mp4,2
2_1045_1_457037012.mp4,2
4_809_1_062258454.mp4,4
2_176_1_010812135.mp4,2
2_602_0_047836453.mp4,2
1_1503_0_520026446.mp4,1
2_1_6_000085305.mp4,2
3_518_0_040703313.mp4,3
8_1616_4_94475092.mp4,8
4_1031_23_452607735.mp4,4
1_952_6_179672247.mp4,1
9_374_1_025420439.mp4,9
1_1171_0_482741736.mp4,1
3_1138_3_478509864.mp4,3
4_220_2_011512910.mp4,4
5_910_0_153018802.mp4,5
1_1033_2_453617106.mp4,1
2_175_9_010809311.mp4,2
1_668_4_052299921.mp4,1
3_595_1_046937733.mp4,3
7_1304_0_497051552.mp4,7
5_421_1_033611389.mp4,5
7_561_10_044640489.mp4,7
4_1388_8_506622104.mp4,4
2_519_0_040729447.mp4,2
2_307_2_021767977.mp4,2
2_117_10_007340624.mp4,2
3_1277_0_494986814.mp4,3
2_896_1_145669166.mp4,2
