000085094.mp4;2;181;281;0.377083333;0.329629630;0.485416667;0.485185185;pond5;1;0
000085094.mp4;2;305;405;0.086458333;0.359259259;0.425000000;0.424074074;pond5;1;1
000085100.mp4;2;159;259;0.235416667;0.181481481;0.479166667;0.477777778;pond5;1;2
000085100.mp4;2;111;211;0.396875000;0.175925926;0.598958333;0.598148148;pond5;1;3
000085305.mp4;2;248;348;0.369791667;0.527777778;0.471875000;0.470370370;pond5;1;4
000085305.mp4;2;136;236;0.301041667;0.331481481;0.612500000;0.611111111;pond5;1;5
000085305.mp4;2;2;102;0.114583333;0.555555556;0.445833333;0.444444444;pond5;1;6
000090400.mp4;2;8;108;0.259375000;0.538888889;0.423958333;0.422222222;pond5;2;0
000090400.mp4;2;202;302;0.561458333;0.574074074;0.425000000;0.424074074;pond5;2;1
000090400.mp4;2;467;567;0.120833333;0.494444444;0.507291667;0.505555556;pond5;2;2
000114927.mp4;2;429;529;0.041666667;0.237037037;0.954166667;0.714814815;pond5;3;0
000114927.mp4;2;311;411;0.041666667;0.237037037;0.954166667;0.714814815;pond5;3;1
000114927.mp4;2;201;301;0.041666667;0.237037037;0.954166667;0.714814815;pond5;3;2
000114927.mp4;2;101;201;0.041666667;0.237037037;0.954166667;0.714814815;pond5;3;3
000114927.mp4;2;1;101;0.106944444;0.000000000;0.656944444;0.496296296;pond5;3;4
000114927.mp4;2;1;101;0.273611111;0.235185185;0.726388889;0.544444444;pond5;3;5
000125733.mp4;2;22;122;0.171875000;0.285185185;0.561458333;0.561111111;pond5;4;0
000125733.mp4;2;130;230;0.084375000;0.201851852;0.495833333;0.494444444;pond5;4;1
000125735.mp4;2;0;100;0.027083333;0.094444444;0.498958333;0.498148148;pond5;4;2
000125735.mp4;2;0;100;0.456250000;0.064814815;0.542708333;0.542592593;pond5;4;3
000125735.mp4;2;172;272;0.136458333;0.070370370;0.602083333;0.601851852;pond5;4;4
000125735.mp4;2;310;410;0.463541667;0.040740741;0.536458333;0.535185185;pond5;4;5
000125826.mp4;2;266;366;0.000000000;0.000000000;1.000000000;1.000000000;pond5;4;6
000125826.mp4;2;175;275;0.000000000;0.000000000;1.000000000;1.000000000;pond5;4;7
000125826.mp4;2;105;205;0.000000000;0.000000000;1.000000000;1.000000000;pond5;4;8
000125826.mp4;2;0;100;0.000000000;0.000000000;1.000000000;1.000000000;pond5;4;9
000141061.mp4;5;51;151;0.097916667;0.237037037;0.604166667;0.603703704;pond5;5;0
000141061.mp4;5;1;101;0.334375000;0.346296296;0.635416667;0.635185185;pond5;5;1
000146719.mp4;2;34;134;0.000000000;0.000000000;1.000000000;1.000000000;pond5;6;0
000146725.mp4;2;123;223;0.047916667;0.138888889;0.417708333;0.416666667;pond5;6;1
000146725.mp4;10;123;223;0.527083333;0.066666667;0.460416667;0.459259259;pond5;6;2
000146725.mp4;2;15;115;0.213541667;0.422222222;0.423958333;0.422222222;pond5;6;3
000153470.mp4;4;110;210;0.204166667;0.053703704;0.611458333;0.611111111;pond5;7;0
000278401.mp4;4;147;247;0.202777778;0.411111111;0.636111111;0.475925926;pond5;8;0
000278401.mp4;10;147;247;0.168055556;0.000000000;0.562500000;0.420370370;pond5;8;1
000297327.mp4;7;0;100;0.233333333;0.370370370;0.756944444;0.566666667;pond5;9;0
000297327.mp4;7;121;221;0.030555556;0.531481481;0.626388889;0.468518519;pond5;9;1
000322723.mp4;2;261;361;0.040625000;0.038888889;0.829166667;0.827777778;pond5;10;0
000322723.mp4;2;158;258;0.040625000;0.038888889;0.829166667;0.827777778;pond5;10;1
000322723.mp4;2;49;149;0.040625000;0.038888889;0.829166667;0.827777778;pond5;10;2
000326467.mp4;2;485;585;0.498958333;0.562962963;0.438541667;0.437037037;pond5;11;0
000326467.mp4;2;485;585;0.235416667;0.035185185;0.442708333;0.442592593;pond5;11;1
000326467.mp4;2;0;93;0.504166667;0.514814815;0.485416667;0.485185185;pond5;11;2
000328554.mp4;2;430;530;0.044791667;0.583333333;0.417708333;0.416666667;pond5;12;0
000328554.mp4;4;155;255;0.414583333;0.277777778;0.448958333;0.448148148;pond5;12;1
000330681.mp4;2;347;447;0.179166667;0.288888889;0.497916667;0.496296296;pond5;13;0
000330681.mp4;2;347;447;0.006250000;0.166666667;0.697916667;0.696296296;pond5;13;1
000330681.mp4;2;233;333;0.225000000;0.566666667;0.433333333;0.433333333;pond5;13;2
000330681.mp4;2;233;333;0.000000000;0.051851852;0.466666667;0.462962963;pond5;13;3
